KM,TOTAL_HL24H,TOTAL_HG24H,TOTAL_MU24H,id,COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,TIPO_ACCIDENTE,CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,ANYO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DIA
,1,0,0,81,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,4,VIERNES,9,Mañana,Dias laborables
,2,0,0,82,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,SÁBADO,14,Tarde,Fines de semana
,1,0,0,83,03009,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,DOMINGO,15,Tarde,Fines de semana
449.0,2,0,0,84,03009,Recta,Carretera,Por alcance                                        ,,A-7,Autovía,Estatal,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,5,SÁBADO,22,Noche,Fines de semana
,1,0,0,85,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,DOMINGO,19,Noche,Fines de semana
,1,0,0,86,03009,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,MIÉRCOLES,8,Mañana,Dias laborables
,1,0,0,87,03009,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,VIERNES,9,Mañana,Dias laborables
,1,0,0,88,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,MARTES,8,Mañana,Dias laborables
,1,0,0,89,03009,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,VIERNES,9,Mañana,Dias laborables
,2,0,0,90,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,Sí,No,No,2016,6,SÁBADO,17,Tarde,Fines de semana
,0,1,0,91,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,MIÉRCOLES,8,Mañana,Dias laborables
,1,1,0,92,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,Sí,No,No,2016,6,MARTES,14,Tarde,Dias laborables
12.7,0,1,0,93,03009,Recta,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-795,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,DOMINGO,8,Mañana,Fines de semana
0.0,0,0,1,94,03009,Curva sin señalizar,Carretera,Salida de la vía por la derecha con despeñamiento  ,,No inventariada,Camino vecinal,Municipal,Descendente,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,JUEVES,20,Noche,Dias laborables
,1,0,0,95,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,MIÉRCOLES,8,Mañana,Dias laborables
,1,0,0,96,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,7,LUNES,21,Noche,Dias laborables
,1,0,0,97,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,MARTES,10,Mañana,Dias laborables
,1,0,0,98,03009,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,MIÉRCOLES,15,Tarde,Dias laborables
,2,0,0,99,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,7,DOMINGO,22,Noche,Fines de semana
,1,0,0,100,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,DOMINGO,19,Noche,Fines de semana
448.0,1,0,0,101,03009,Recta,Carretera,Por alcance                                        ,,A-7,Autovía,Estatal,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,MIÉRCOLES,0,Madrugada,Dias laborables
,1,0,0,102,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,JUEVES,7,Mañana,Dias laborables
,1,0,0,103,03009,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,VIERNES,15,Tarde,Dias laborables
,1,0,0,104,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,DOMINGO,21,Noche,Fines de semana
,2,0,0,105,03009,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,MARTES,15,Tarde,Dias laborables
,1,0,0,106,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,VIERNES,8,Mañana,Dias laborables
0.5,0,1,0,107,03009,Curva señalizada,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,LUNES,16,Tarde,Dias laborables
1.0,1,0,0,108,03009,Curva señalizada,Carretera,Fronto-lateral                                     ,,CV-785,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,MARTES,11,Mañana,Dias laborables
,1,0,0,109,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,LUNES,12,Tarde,Dias laborables
,1,0,0,110,03009,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,VIERNES,19,Noche,Dias laborables
,1,0,0,111,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,JUEVES,20,Noche,Dias laborables
,1,0,0,112,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,MARTES,22,Noche,Dias laborables
,1,0,0,113,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,8,LUNES,15,Tarde,Dias laborables
,0,1,0,114,03009,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,VIERNES,0,Madrugada,Dias laborables
,1,0,0,115,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,9,MARTES,12,Tarde,Dias laborables
,1,0,0,116,03009,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Otro,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,VIERNES,16,Tarde,Dias laborables
,1,0,0,117,03009,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Se desconoce,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,LUNES,14,Tarde,Dias laborables
,1,0,0,118,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,JUEVES,12,Tarde,Dias laborables
,1,0,0,119,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,SÁBADO,14,Tarde,Fines de semana
,1,0,0,120,03009,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,LUNES,14,Tarde,Dias laborables
,1,0,0,121,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,9,MIÉRCOLES,14,Tarde,Dias laborables
,1,0,0,122,03009,No aplica,Calle,Múltiple o en caravana                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,VIERNES,20,Noche,Dias laborables
,1,0,0,123,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,Sí,No,No,2016,10,MARTES,23,Noche,Dias laborables
,1,0,0,124,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,10,SÁBADO,22,Noche,Fines de semana
,1,0,0,125,03009,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Amanecer o atardecer, con luz artificial",Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,MARTES,19,Noche,Dias laborables
,1,0,0,126,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,10,VIERNES,11,Mañana,Dias laborables
,1,0,0,127,03009,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,MARTES,10,Mañana,Dias laborables
,1,0,0,128,03009,No aplica,Calle,Colisión contra obstáculo o elemento de la vía     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,JUEVES,11,Mañana,Dias laborables
,1,0,0,129,03009,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,10,VIERNES,7,Mañana,Dias laborables
