ID_ACCIDENTE,KM,TOTAL_HG24H,TOTAL_HL24H,TOTAL_MU24H
2913,725.9,0,2,0
2914,,0,1,0
2915,,0,1,0
2916,,0,1,0
2917,,0,1,0
2918,525.05,0,1,0
2919,521.1,0,1,0
2920,,0,1,0
2921,,0,3,0
2922,,0,2,0
2923,,0,1,0
2924,2.05,0,3,0
2925,,0,4,0
2926,,0,1,0
2927,,0,1,0
2928,,0,1,0
2929,,0,1,0
2930,,1,0,0
2931,,0,1,0
2932,,0,1,0
2933,,0,2,0
2934,,0,1,0
2935,,0,2,0
2936,,0,2,0
2937,,0,1,0
2938,,0,1,0
2939,14.3,0,1,0
2940,,0,1,0
2941,,0,1,0
2942,,0,1,0
2943,,0,1,0
2944,,0,1,0
2945,,0,2,0
2946,,0,1,0
2947,,0,2,0
2948,,0,1,0
2949,,0,1,0
2950,,0,1,0
2951,5.1,0,1,0
2952,,0,1,0
2953,,0,1,0
2954,,0,1,0
2955,,0,1,0
2956,,0,1,0
2957,8.05,1,0,0
2958,3.9,0,2,0
2959,,0,1,0
2960,12.3,0,1,0
2961,6.4,0,1,0
2962,,0,1,0
2963,,0,2,0
2964,,0,1,0
2965,,0,1,0
2966,,0,1,0
2967,,0,2,0
2968,,0,1,0
2969,,0,1,0
2970,4.4,0,1,0
2971,27.9,0,1,0
2972,,0,1,0
2973,,0,1,0
2974,,1,1,0
2975,728.6,0,1,0
2976,,0,1,0
2977,,0,1,0
2978,14.0,0,1,0
2979,0.6,0,1,0
2980,,0,1,0
2981,,0,1,0
2982,,1,0,0
2983,4.2,0,1,0
2984,,0,1,0
2985,,0,1,0
2986,1.0,1,0,0
2987,8.0,0,1,0
2988,,0,1,0
2989,,0,1,0
2990,522.9,0,2,0
2991,,0,1,0
2992,,0,1,0
2993,,0,1,0
2994,1.0,0,1,0
2995,,0,1,0
2996,,0,2,0
2997,6.6,0,1,0
2998,,0,1,0
2999,,0,1,0
3000,6.7,0,4,0
3001,,0,1,0
3002,,0,1,0
3003,,0,1,0
3004,,0,2,0
3005,,0,2,0
3006,,0,1,0
3007,,0,1,0
3008,,0,1,0
3009,2.2,0,2,0
3010,,0,2,0
3011,,0,1,0
3012,,0,1,0
3013,,0,1,0
3014,24.8,0,1,0
3015,,0,1,0
3016,,0,1,0
3017,,0,1,0
3018,,0,1,0
3019,,0,1,0
3020,,0,1,0
3021,,0,1,0
3022,,1,0,0
3023,,0,1,0
3024,,0,1,0
3025,,0,1,0
3026,,0,1,0
3027,,0,1,0
3028,,0,1,0
3029,,0,1,0
3030,725.0,0,6,0
3031,,0,1,0
3032,,0,1,0
3033,,0,1,0
3034,,0,1,0
3035,,0,1,0
3036,,0,2,0
3037,,0,1,0
3038,,0,1,0
3039,14.3,0,1,0
3040,,0,1,0
3041,,0,1,0
3042,29.35,0,1,0
3043,,0,1,0
3044,,0,1,0
3045,,0,1,0
3046,,0,1,0
3047,,0,1,0
3048,,0,1,0
3049,,1,0,0
3050,28.0,0,2,0
3051,,0,2,0
3052,79.9,0,1,0
3053,,0,1,0
3054,,0,1,0
3055,,0,1,0
3056,3.0,0,1,0
3057,,0,1,0
3058,,0,1,0
3059,,0,1,0
3060,,0,2,0
3061,,0,1,0
3062,,0,1,0
3063,780.4,0,1,0
3064,,0,1,0
3065,516.5,0,1,0
3066,730.6,0,2,0
3067,3.5,0,6,0
3068,,0,1,0
3069,,1,0,0
3070,,0,1,0
3071,,0,2,0
3072,,0,1,0
3073,14.5,0,3,0
3074,,0,3,0
3075,729.3,0,2,0
3076,,0,1,0
3077,,0,3,0
3078,,0,1,0
3079,,0,1,0
3080,,0,1,0
3081,30.0,0,2,0
3082,,0,1,0
3083,,0,1,0
3084,,0,1,0
3085,,0,1,0
3086,,0,2,0
3087,,0,1,0
3088,,0,3,0
3089,5.9,0,2,0
3090,,0,1,0
3091,,0,1,0
3092,,0,1,0
3093,,0,1,0
3094,,0,1,0
3095,,0,1,0
3096,,0,3,0
3097,,0,1,0
3098,,0,1,0
3099,,0,1,0
3100,,0,1,0
3101,,0,1,0
3102,,0,1,0
3103,,0,1,0
3104,,0,1,0
3105,,0,1,0
3106,2.0,0,1,0
3107,,0,1,0
3108,,0,1,0
3109,,0,3,0
3110,25.0,0,1,0
3111,,1,1,0
3112,0.25,0,2,0
3113,,0,3,0
3114,,0,3,0
3115,,0,1,0
3116,,0,1,0
3117,,0,1,0
3118,5.6,0,2,0
3119,,0,2,0
3120,,0,1,0
3121,,0,1,0
3122,520.4,1,0,0
3123,,0,2,0
3124,,0,1,0
3125,0.8,0,1,0
3126,2.1,0,1,0
3127,,0,4,0
3128,25.8,0,2,0
3129,12.8,0,1,0
3130,,0,1,0
3131,,0,2,0
3132,10.9,0,1,0
3133,,0,1,0
3134,,0,1,0
3135,,0,2,0
3136,730.5,0,1,0
3137,,0,1,0
3138,,0,1,0
3139,,0,1,0
3140,3.0,0,1,0
3141,,0,1,0
3142,516.5,0,1,0
3143,,0,1,0
3144,97.7,1,0,0
3145,30.0,0,5,0
3146,,0,1,0
3147,76.8,2,2,1
3148,,1,2,0
3149,,0,1,0
3150,,0,2,0
3151,,0,1,0
3152,0.9,0,2,0
3153,,1,0,0
3154,,0,1,0
3155,9.5,0,1,0
3156,,0,2,0
3157,,0,1,0
3158,,0,2,0
3159,,0,1,0
3160,,0,2,0
3161,,0,1,0
3162,,0,1,0
3163,,1,0,0
3164,,0,1,0
3165,,0,2,0
3166,10.0,0,1,0
3167,,0,1,0
3168,,0,1,0
3169,,0,1,0
3170,1.35,0,3,0
3171,,0,1,0
3172,,0,1,0
3173,,0,1,0
3174,,0,2,0
3175,,0,2,0
3176,3.4,0,1,0
3177,,0,1,0
3178,3.0,0,1,0
3179,97.7,0,1,0
3180,,0,1,0
3181,,0,1,0
3182,,0,1,0
3183,,0,2,0
3184,,0,2,0
3185,,0,1,0
3186,,1,0,0
3187,,0,1,0
3188,,0,1,0
3189,,0,1,0
3190,,0,1,0
3191,,0,1,0
3192,,0,1,0
3193,0.1,0,1,0
3194,,0,1,0
3195,,1,0,0
3196,517.8,2,3,4
3197,,0,2,0
3198,,0,2,0
3199,518.5,0,5,0
3200,,0,1,0
3201,,0,3,0
3202,,0,1,0
3203,,0,1,0
3204,,1,0,0
3205,,0,1,0
3206,5.0,0,1,0
3207,,0,1,0
3208,95.6,0,1,0
3209,,0,1,0
3210,,0,1,0
3211,,0,1,0
3212,3.0,0,1,0
3213,7.2,0,1,0
3214,,0,1,0
3215,,0,1,0
3216,0.8,0,1,0
3217,,0,1,0
3218,,0,1,0
3219,,0,1,0
3220,,0,1,0
3221,,0,1,0
3222,516.3,0,1,0
3223,,0,1,0
3224,,0,1,0
3225,,0,1,0
3226,,0,1,0
3227,,0,1,0
3228,,0,1,0
3229,,0,2,0
3230,,0,1,0
3231,,0,1,0
3232,,0,1,0
3233,,0,2,0
3234,1.2,0,4,0
3235,,0,1,0
3236,,0,1,0
3237,0.3,1,1,0
3238,,0,4,0
3239,0.2,0,4,0
3240,,0,4,0
3241,5.6,0,1,0
3242,522.15,0,3,0
3243,,0,1,0
3244,3.6,0,2,0
3245,,0,1,0
3246,731.5,0,1,0
3247,,0,1,0
3248,,0,2,0
3249,,0,1,0
3250,,0,1,0
3251,,0,1,0
3252,,0,1,0
3253,,0,1,0
3254,,0,1,0
3255,,0,1,0
3256,4.3,0,1,0
3257,,0,1,0
3258,,0,4,0
3259,,0,1,0
3260,,0,1,0
3261,,0,2,0
3262,,0,1,0
3263,,1,0,0
3264,,0,1,0
3265,716.0,0,1,0
3266,,0,1,0
3267,,0,1,0
3268,,0,2,0
3269,,0,3,0
3270,,0,1,0
3271,,0,1,0
3272,,0,1,0
3273,,0,1,0
3274,,0,1,0
3275,,0,1,0
3276,,0,1,0
3277,,0,1,0
3278,,0,1,0
3279,22.7,0,1,0
3280,,0,1,0
3281,4.2,0,1,0
3282,,1,0,0
3283,,0,1,0
3284,,0,1,0
3285,,0,1,0
3286,0.0,0,1,0
3287,,0,1,0
3288,,0,1,0
3289,,0,2,0
3290,,0,1,0
3291,,0,1,0
3292,,0,1,0
3293,,0,1,0
3294,,0,1,0
3295,,0,1,0
3296,7.3,0,1,0
3297,,0,1,0
3298,,1,0,0
3299,1.9,0,1,0
3300,,0,6,0
3301,,0,1,0
3302,,0,2,0
3303,,0,1,0
3304,,0,1,0
3305,,0,2,0
3306,,0,1,0
3307,,0,3,0
3308,,0,1,0
3309,,0,1,0
3310,,0,1,0
3311,,0,2,0
3312,,0,1,0
3313,,0,1,0
3314,,0,1,0
3315,1.0,0,1,0
3316,,0,1,0
3317,,0,4,0
3318,,0,1,0
3319,,0,1,0
3320,,0,2,0
3321,,0,1,0
3322,518.0,0,1,0
3323,,0,1,0
3324,,0,5,0
3325,,0,1,0
3326,,0,2,0
3327,,0,1,0
3328,4.5,0,1,0
3329,,0,1,0
3330,,0,1,0
3331,,0,2,0
3332,,0,2,0
3333,1.7,0,2,0
3334,,0,2,0
3335,,0,1,0
3336,,0,1,0
3337,,0,1,0
3338,,0,1,0
3339,,0,1,0
3340,,0,1,0
3341,,0,1,0
3342,,0,1,0
3343,8.3,2,1,0
3344,,0,1,0
3345,,0,1,0
3346,712.7,0,2,0
3347,,0,2,0
3348,,1,1,0
3349,,0,2,0
3350,0.5,1,2,1
3351,4.2,0,1,0
3352,,0,1,0
3353,5.5,0,1,0
3354,,0,3,0
3355,,0,1,0
3356,,0,1,0
3357,,0,1,0
3358,,0,1,0
3359,,0,1,0
3360,,0,1,0
3361,8.0,0,1,0
3362,,0,4,0
3363,,0,1,0
3364,,0,1,0
3365,,2,2,0
3366,,1,0,0
3367,,0,2,0
3368,,0,2,0
3369,,0,1,0
3370,,1,0,0
3371,97.3,0,1,0
3372,,0,1,0
3373,,0,1,0
3374,,0,1,0
3375,715.6,0,4,0
3376,,0,2,0
3377,517.5,0,1,0
3378,,0,1,0
3379,,1,0,0
3380,9.5,0,1,0
3381,,0,1,0
3382,,0,6,0
3383,,0,1,0
3384,,0,2,0
3385,,0,1,0
3386,,0,1,0
3387,,0,4,0
3388,,1,1,0
3389,,0,1,0
3390,723.4,0,3,0
3391,,0,1,0
3392,,0,1,0
3393,,0,1,0
3394,,0,1,0
3395,,0,1,0
3396,,0,1,0
3397,,0,1,0
3398,,0,1,0
3399,,0,1,0
3400,,0,1,0
3401,,0,1,0
3402,,0,1,0
3403,,0,1,0
3404,,0,1,0
3405,,0,1,0
3406,,1,0,0
3407,,0,2,0
3408,,0,2,0
3409,,1,0,0
3410,,0,1,0
3411,,0,1,0
3412,10.8,0,1,0
3413,,0,1,0
3414,,0,3,0
3415,,0,1,0
3416,723.8,0,1,0
3417,,0,1,0
3418,,0,1,0
3419,74.5,0,1,0
3420,,0,1,0
3421,,0,1,0
3422,,0,1,0
3423,4.5,0,1,0
3424,,0,1,0
3425,,0,1,0
3426,1.65,0,4,0
3427,1.8,0,1,0
3428,28.1,0,1,0
3429,,0,2,0
3430,28.28,0,0,1
3431,,0,2,0
3432,,0,1,0
3433,,0,1,0
3434,,0,2,0
3435,,0,5,0
3436,,0,1,0
3437,,0,1,0
3438,,0,1,0
3439,,0,1,0
3440,,0,1,0
3441,,0,1,0
3442,,0,1,0
3443,,0,1,0
3444,,0,1,0
3445,723.8,0,1,0
3446,,0,1,0
3447,,0,1,0
3448,,0,2,0
3449,,0,1,0
3450,,0,1,0
3451,,0,2,0
3452,,0,1,0
3453,,0,1,0
3454,,0,1,0
3455,98.7,3,1,0
3456,,0,2,0
3457,,0,1,0
3458,,0,1,0
3459,,0,1,0
3460,,0,1,0
3461,,0,1,0
3462,,0,1,0
3463,,0,2,0
3464,,0,1,0
3465,,0,1,0
3466,,0,1,0
3467,6.0,0,2,0
3468,0.6,0,2,0
3469,,0,2,0
3470,3.1,0,1,0
3471,,0,1,0
3472,,0,1,0
3473,,0,1,0
3474,,0,1,0
3475,,0,2,0
3476,,0,1,0
3477,2.1,0,1,0
3478,,0,1,0
3479,,0,1,0
3480,,0,1,0
3481,,0,1,0
3482,,0,1,0
3483,,0,1,0
3484,516.0,0,3,0
3485,,2,0,0
3486,,0,1,0
3487,,0,3,0
3488,,0,1,0
3489,,0,1,0
3490,,0,1,0
3491,,0,1,0
3492,722.7,0,1,0
3493,,0,1,0
3494,,0,1,0
3495,,0,2,0
3496,,0,3,0
3497,,0,1,0
3498,,0,1,0
3499,,0,3,0
3500,,0,2,0
3501,,0,1,0
3502,,0,1,0
3503,,0,1,0
3504,,0,1,0
3505,,0,1,0
3506,,1,0,0
3507,,0,1,0
3508,,0,1,0
3509,,0,1,0
3510,,0,2,0
3511,,0,1,0
3512,,0,1,0
3513,,0,0,1
3514,,0,1,0
3515,,0,1,0
3516,,0,3,0
3517,,0,1,0
3518,,0,1,0
3519,,0,1,0
3520,,0,1,0
3521,,0,1,0
3522,,0,1,0
3523,,0,1,0
3524,,0,1,0
3525,,0,1,0
3526,,0,1,0
3527,,0,1,0
3528,,0,3,0
3529,,0,4,0
3530,,0,1,0
3531,,0,1,0
3532,,0,1,0
3533,,0,2,0
3534,,0,1,0
3535,,0,2,0
3536,,0,2,0
3537,207.5,0,1,0
3538,,0,2,0
3539,1.2,0,2,0
3540,,0,1,0
3541,,0,1,0
3542,,0,1,0
3543,,1,0,0
3544,,0,1,0
3545,,0,1,0
3546,,0,1,0
3547,,0,1,0
3548,,0,1,0
3549,,0,1,0
3550,,0,1,0
3551,,0,1,0
3552,,0,1,0
3553,,0,2,0
3554,,1,0,0
3555,,0,2,0
3556,,0,1,0
3557,,0,1,0
3558,,0,1,0
3559,,0,1,0
3560,,0,1,0
3561,1.5,0,1,0
3562,,0,2,0
3563,,0,2,0
3564,,0,2,0
3565,,1,1,0
3566,,0,1,0
3567,,0,1,0
3568,,0,1,0
3569,,1,0,0
3570,,1,0,0
3571,,0,2,0
3572,,0,1,0
3573,,0,1,0
3574,,0,1,0
3575,,0,1,0
3576,,0,1,0
3577,,0,1,0
3578,,0,1,0
3579,,0,1,0
3580,,0,1,0
3581,14.5,0,1,0
3582,,0,1,0
3583,,0,1,0
3584,,0,2,0
3585,,0,2,0
3586,,0,1,0
3587,,0,1,0
3588,,0,1,0
3589,,0,1,0
3590,,0,1,0
3591,,0,1,0
3592,,0,1,0
3593,,0,1,0
3594,,0,1,0
3595,,0,3,0
3596,,0,1,0
3597,,0,1,0
3598,,0,1,0
3599,,0,1,0
3600,,0,1,0
3601,,0,2,0
3602,142.4,0,1,0
3603,5.9,0,1,0
3604,,0,1,0
3605,,0,3,0
3606,5.9,0,2,0
3607,5.9,0,1,0
3608,,0,2,0
3609,6.0,0,1,0
3610,,0,1,0
3611,6.6,0,1,0
3612,,0,1,0
3613,,0,1,0
3614,144.3,0,1,0
3615,,0,2,0
3616,144.1,0,1,0
3617,,0,2,0
3618,13.1,0,1,0
3619,,0,1,0
3620,,0,1,0
3621,,0,1,0
3622,144.2,0,1,0
3623,,0,1,0
3624,,0,1,0
3625,,0,1,0
3626,,0,1,0
3627,,0,1,0
3628,,0,2,0
3629,,0,1,0
3630,,0,2,0
3631,2.9,0,1,0
3632,2.0,0,1,0
3633,18.0,0,2,0
3634,,0,1,0
3635,17.2,0,1,0
3636,7.5,0,2,0
3637,18.2,0,3,0
3638,,0,2,0
3639,1.8,0,3,0
3640,189.35,0,1,0
3641,190.3,0,1,0
3642,1.8,0,1,0
3643,190.1,0,1,0
3644,190.6,0,2,0
3645,2.95,0,4,0
3646,9.7,0,1,0
3647,,0,1,0
3648,12.0,0,1,0
3649,,0,1,0
3650,,1,0,0
3651,,0,1,0
3652,76.2,0,1,0
3653,,0,1,0
3654,,0,3,0
3655,,0,1,0
3656,,0,1,0
3657,,0,1,0
3658,,0,1,0
3659,,0,1,0
3660,,0,1,0
3661,,0,1,0
3662,72.3,1,0,0
3663,64.5,0,1,0
3664,,0,1,0
3665,,0,1,0
3666,,0,1,0
3667,,0,1,0
3668,,1,0,0
3669,,0,3,0
3670,68.0,0,2,0
3671,70.0,0,1,0
3672,,0,1,0
3673,,0,1,0
3674,67.5,0,3,0
3675,3.7,0,1,0
3676,,0,1,0
3677,4.5,0,1,0
3678,,0,1,0
3679,69.7,0,1,0
3680,66.4,0,1,0
3681,,0,2,0
3682,67.0,0,4,0
3683,1.0,0,1,0
3684,64.9,0,1,0
3685,,0,1,0
3686,5.2,0,1,0
3687,72.25,1,3,0
3688,68.5,0,2,0
3689,,0,1,0
3690,3.0,0,1,0
3691,,1,0,0
3692,67.33,0,0,1
3693,,0,1,0
3694,72.5,0,2,0
3695,69.5,0,2,0
3696,70.1,0,1,0
3697,,0,1,0
3698,23.7,0,2,0
3699,68.8,1,0,0
3700,67.2,1,0,0
3701,,0,1,0
3702,,0,1,0
3703,,0,1,0
3704,,0,2,0
3705,67.4,0,1,0
3706,,0,1,0
3707,,0,1,0
3708,0.0,0,1,0
3709,68.5,0,1,0
3710,,0,1,0
3711,,0,1,0
3712,,0,1,0
3713,,0,1,0
3714,,0,2,0
3715,,0,1,0
3716,5.4,0,1,0
3717,5.3,0,1,0
3718,8.5,0,1,0
3719,8.1,0,2,0
3720,0.0,0,4,0
3721,8.0,0,2,0
3722,459.1,1,0,0
3723,8.7,0,1,0
3724,0.7,0,1,0
3725,3.5,0,1,0
3726,,0,2,0
3727,0.1,0,1,0
3728,,0,1,0
3729,,0,1,0
3730,2.0,0,1,0
3731,3.2,0,1,0
3732,,0,1,0
3733,,0,1,0
3734,,0,1,0
3735,,0,1,0
3736,,0,2,0
3737,2.7,0,1,0
3738,0.2,0,1,0
3739,,0,2,0
3740,2.1,0,1,0
3741,,0,1,0
3742,,0,1,0
3743,,0,1,0
3744,,0,2,0
3745,,0,1,0
3746,,0,5,0
3747,,0,1,0
3748,,0,2,0
3749,,0,1,0
3750,,0,1,0
3751,,0,1,0
3752,,0,1,0
3753,,0,1,0
3754,,0,1,0
3755,,0,2,0
3756,3.5,0,1,0
3757,,0,1,0
3758,463.78,0,2,0
3759,,0,1,0
3760,,0,3,0
3761,,0,1,0
3762,,0,1,0
3763,2.3,0,1,0
3764,11.7,0,1,0
3765,11.4,0,1,0
3766,10.7,1,2,0
3767,8.9,0,1,0
3768,2.0,0,1,0
3769,,0,2,0
3770,7.5,0,1,0
3771,1.2,0,1,0
3772,,1,1,0
3773,,0,1,0
3774,,0,1,0
3775,,0,1,0
3776,,0,1,0
3777,4.9,0,1,0
3778,6.2,0,1,0
3779,,0,1,0
3780,,0,1,0
3781,,0,1,0
3782,23.5,0,1,0
3783,0.0,0,5,0
3784,4.3,1,0,0
3785,3.6,0,1,0
3786,3.5,0,1,0
3787,,0,1,0
3788,,0,2,0
3789,,0,1,0
3790,,0,1,0
3791,,0,1,0
3792,,0,1,0
3793,,0,1,0
3794,,0,1,0
3795,,0,2,0
3796,,0,1,0
3797,,0,1,0
3798,,0,1,0
3799,,0,1,0
3800,,0,1,0
3801,,0,1,0
3802,,0,1,0
3803,,0,1,0
3804,,0,1,0
3805,0.5,0,2,0
3806,20.9,0,1,0
3807,,1,0,0
3808,27.9,0,2,0
3809,13.9,0,1,0
3810,16.5,1,0,0
3811,19.2,1,1,0
3812,9.1,0,2,0
3813,32.0,0,1,0
3814,,0,2,0
3815,10.2,0,1,0
3816,12.9,0,3,0
3817,31.5,0,1,0
3818,28.5,0,1,0
3819,11.6,0,1,0
3820,22.6,0,1,0
3821,29.5,0,1,0
3822,11.3,0,2,0
3823,18.4,1,1,0
3824,32.1,0,1,0
3825,20.8,0,1,0
3826,27.7,0,0,1
3827,22.5,0,1,0
3828,30.3,0,1,0
3829,21.0,1,0,0
3830,20.8,0,0,1
3831,21.8,0,1,0
3832,17.95,0,2,0
3833,10.2,0,1,0
3834,9.8,0,1,0
3835,3.15,0,1,0
3836,3.1,0,1,0
3837,1.6,0,1,0
3838,219.5,0,1,0
3839,4.8,0,1,0
3840,222.6,0,1,0
3841,223.9,0,1,0
3842,221.0,0,9,0
3843,218.0,0,2,0
3844,219.25,0,1,0
3845,220.0,0,2,0
3846,216.16,0,1,0
3847,220.0,0,2,0
3848,219.0,0,8,0
3849,224.2,0,1,0
3850,221.0,0,1,0
3851,217.8,0,3,0
3852,224.2,0,1,0
3853,13.7,0,1,0
3854,0.0,0,1,0
3855,,1,0,0
3856,0.0,0,1,0
3857,8.5,0,3,0
3858,4.6,0,1,0
3859,7.8,0,1,0
3860,19.2,0,1,0
3861,6.95,0,1,0
3862,1.0,0,1,0
3863,3.0,0,1,0
3864,0.0,0,1,0
3865,2.7,0,1,0
3866,0.0,0,2,0
3867,,0,1,0
3868,2.8,0,2,0
3869,,1,0,0
3870,,0,1,0
3871,,0,1,0
3872,3.0,0,2,0
3873,1.0,0,1,0
3874,6.7,0,1,0
3875,2.7,0,2,0
3876,,0,1,0
3877,7.05,0,1,0
3878,,0,1,0
3879,5.0,0,1,0
3880,1.2,0,3,0
3881,1.5,0,1,0
3882,1.0,0,2,0
3883,6.1,0,2,0
3884,5.0,0,1,0
3885,0.0,0,1,0
3886,,0,1,0
3887,2.4,0,3,0
3888,,0,2,0
3889,1.2,0,1,0
3890,1.9,0,1,0
3891,,0,1,0
3892,,0,1,0
3893,,0,1,0
3894,5.0,0,1,0
3895,,0,1,0
3896,,0,2,0
3897,,0,1,0
3898,,0,1,0
3899,,0,1,0
3900,3.5,0,1,0
3901,0.5,0,1,0
3902,8.3,0,1,0
3903,,0,1,0
3904,,0,1,0
3905,0.7,0,1,0
3906,,0,2,0
3907,,0,1,0
3908,1.0,0,1,0
3909,15.15,0,1,0
3910,0.5,0,1,0
3911,437.0,0,1,0
3912,14.6,1,1,0
3913,1.9,0,1,0
3914,1.2,1,0,0
3915,0.1,0,1,0
3916,803.0,0,1,0
3917,,0,2,0
3918,,0,2,0
3919,805.8,0,1,0
3920,805.0,0,3,0
3921,17.1,0,1,0
3922,12.5,0,1,0
3923,432.2,0,1,0
3924,,0,1,0
3925,,0,2,0
3926,,0,3,0
3927,211.6,0,4,0
3928,214.9,1,0,0
3929,211.3,0,1,0
3930,19.8,0,1,0
3931,8.2,1,0,0
3932,,0,1,0
3933,,0,1,0
3934,,0,1,0
3935,,0,2,0
3936,0.5,0,1,0
3937,3.7,0,1,0
3938,,1,0,0
3939,213.05,0,1,0
3940,7.0,0,1,0
3941,3.75,0,1,0
3942,4.2,0,4,0
3943,210.6,0,3,0
3944,217.67,0,4,0
3945,0.0,0,1,0
3946,213.0,0,1,0
3947,13.9,0,1,0
3948,,0,1,0
3949,,0,1,0
3950,,1,0,0
3951,,0,1,0
3952,,0,1,0
3953,,1,0,0
3954,,0,2,0
3955,,0,1,0
3956,,1,0,0
3957,,0,1,0
3958,,0,2,0
3959,,0,1,0
3960,0.4,0,1,0
3961,1.6,0,1,0
3962,4.0,0,2,0
3963,,0,1,0
3964,,1,2,0
3965,,0,1,0
3966,,1,0,0
3967,,0,1,0
3968,208.85,0,1,0
3969,214.8,0,1,0
3970,,0,2,0
3971,,0,2,0
3972,1.8,0,1,0
3973,,0,3,0
3974,46.8,0,1,0
3975,6.55,0,1,0
3976,44.1,0,1,0
3977,47.5,0,1,0
3978,,0,1,0
3979,,0,1,0
3980,5.3,3,2,0
3981,42.8,0,1,0
3982,46.3,0,1,0
3983,45.7,0,2,0
3984,45.0,0,1,0
3985,44.9,0,1,0
3986,44.9,0,2,0
3987,,0,1,0
3988,,1,0,0
3989,,0,1,0
3990,4.2,1,0,1
3991,,0,1,0
3992,199.0,1,2,1
3993,196.2,0,1,0
3994,195.7,0,1,0
3995,194.4,0,4,0
3996,193.2,0,1,0
3997,3.3,0,1,0
3998,0.1,0,3,0
3999,3.0,0,3,0
4000,0.4,0,1,0
4001,2.0,0,1,0
4002,,0,1,0
4003,0.8,0,1,0
4004,8.3,0,1,0
4005,2.9,0,1,0
4006,0.0,0,3,0
4007,3.0,0,2,0
4008,5.6,0,1,0
4009,1.2,0,1,0
4010,19.3,0,1,0
4011,3.85,0,1,0
4012,,0,1,0
4013,44.8,0,1,0
4014,5.0,0,4,0
4015,680.0,0,5,0
4016,683.2,0,1,0
4017,,1,0,0
4018,,0,2,0
4019,,0,3,0
4020,3.2,0,4,0
4021,,0,1,0
4022,,0,1,0
4023,,0,1,0
4024,0.5,0,1,0
4025,3.9,0,6,0
4026,3.0,0,1,0
4027,7.5,0,2,0
4028,686.7,0,2,0
4029,2.8,1,3,0
4030,,0,1,0
4031,7.5,0,1,0
4032,,0,2,0
4033,,0,2,0
4034,,0,1,0
4035,1.3,0,1,0
4036,58.8,0,2,0
4037,8.7,0,2,0
4038,688.34,1,0,0
4039,,0,1,0
4040,7.6,0,2,0
4041,,0,2,0
4042,2.0,0,1,0
4043,8.3,0,1,0
4044,0.0,0,1,0
4045,,0,2,0
4046,0.8,0,1,0
4047,,0,2,0
4048,2.0,0,1,0
4049,549.7,0,2,0
4050,50.7,0,1,0
4051,3.8,0,3,0
4052,,0,1,0
4053,546.3,0,1,0
4054,49.0,0,1,0
4055,23.2,0,1,0
4056,1.4,0,2,0
4057,2.3,0,1,0
4058,0.5,0,2,0
4059,4.4,0,2,0
4060,550.3,0,1,0
4061,2.7,0,2,0
4062,551.0,0,1,0
4063,49.0,0,1,0
4064,50.0,0,1,0
4065,8.0,0,1,0
4066,3.4,0,2,0
4067,0.1,0,5,0
4068,685.5,0,2,0
4069,4.3,0,4,0
4070,7.5,0,1,0
4071,1.8,0,2,0
4072,548.75,0,3,0
4073,0.0,0,1,0
4074,4.2,0,2,0
4075,8.3,0,1,0
4076,1.5,0,2,0
4077,8.0,0,1,0
4078,46.0,0,1,0
4079,52.7,0,2,0
4080,689.7,0,1,0
4081,5.0,0,1,0
4082,,1,0,0
4083,,0,1,0
4084,,0,1,0
4085,3.0,0,2,0
4086,50.2,0,2,0
4087,51.05,1,1,0
4088,,0,1,0
4089,51.5,0,1,0
4090,5.2,0,1,0
4091,,0,1,0
4092,4.8,1,0,0
4093,,0,1,0
4094,,0,1,0
4095,,1,0,0
4096,1.4,0,1,0
4097,4.7,0,2,0
4098,,0,1,0
4099,1.5,0,1,0
4100,0.1,0,1,0
4101,0.5,0,1,0
4102,49.9,0,3,0
4103,,0,3,0
4104,,0,1,0
4105,,0,1,0
4106,0.2,0,1,0
4107,,0,1,0
4108,,0,1,0
4109,552.4,0,8,0
4110,,0,4,0
4111,,0,1,0
4112,,0,3,0
4113,1.2,1,1,0
4114,0.75,0,1,0
4115,,0,1,0
4116,4.6,0,1,0
4117,,1,0,0
4118,9.8,0,1,0
4119,47.1,0,1,0
4120,686.2,0,1,0
4121,,1,0,0
4122,6.5,0,1,0
4123,1.9,0,2,0
4124,,0,1,0
4125,,1,0,0
4126,,0,1,0
4127,689.0,0,1,0
4128,1.3,0,1,0
4129,4.0,0,1,0
4130,,0,1,0
4131,50.0,0,1,0
4132,47.0,0,1,0
4133,6.0,0,2,0
4134,,0,1,0
4135,,0,1,0
4136,1.2,0,1,0
4137,,0,1,0
4138,,0,1,0
4139,0.5,0,1,0
4140,0.2,0,2,0
4141,540.5,0,1,0
4142,688.3,0,1,0
4143,2.0,0,1,0
4144,2.0,0,1,0
4145,552.5,2,0,0
4146,,0,1,0
4147,,0,2,0
4148,3.9,0,2,0
4149,1.3,0,1,0
4150,52.7,0,1,0
4151,3.0,0,4,0
4152,,0,1,0
4153,1.0,0,1,0
4154,,0,1,0
4155,,1,3,0
4156,,0,1,0
4157,18.3,1,2,0
4158,690.3,0,3,0
4159,6.1,0,1,0
4160,26.2,0,2,0
4161,2.1,0,1,0
4162,6.7,1,0,0
4163,,0,1,0
4164,1.5,0,1,0
4165,,0,1,0
4166,47.1,0,3,0
4167,,0,1,0
4168,191.2,0,0,1
4169,,0,1,0
4170,,0,1,0
